,name,total_pop,median_income,state,county,county_name,state_name,prop_white,prop_black,prop_hisp,prop_no_internet,prop_ba,prop_services,pop_density,covid_cases,Testing_Rate,gov_party,election_diff,state_abbr,Apr-19,Mar-19,Feb-20,Mar-20
503,"Wayne County, Ohio",116208,56348.0,39,169,Wayne,Ohio,0.9464494699160126,0.014671967506539997,0.019809307448712652,0.07315331130386893,0.08983890954151177,0.0350578273440727,209.00004711,128.0,1198.2430422432355,Republican,0.34579664212785594,OH,2.6,3.3,3.6,4.1
504,"Wyandot County, Ohio",22107,52940.0,39,175,Wyandot,Ohio,0.9699190301714389,0.0018998507260143845,0.02849776089021577,0.0834124937802506,0.07287284570498033,0.03464965847921473,53.91231455,24.0,1198.2430422432355,Republican,0.4676170694864049,OH,2.4,3.1,3.6,4.1
505,"Butler County, Ohio",378294,63358.0,39,017,Butler,Ohio,0.8471638461091109,0.08019159701184793,0.04622595124427033,0.0449914616673804,0.12108042950720868,0.048301056849963254,819.46238193,281.0,1198.2430422432355,Republican,0.27803887505105296,OH,3.1,3.7,4.1,4.7
506,"Harrison County, Ohio",15307,48462.0,39,067,Harrison,Ohio,0.9559025282550467,0.0224080486052133,0.009995426928856079,0.1064218984778206,0.04520807473704841,0.037760501731234075,37.715208146,4.0,1198.2430422432355,Republican,0.48170645571408394,OH,4.2,5.2,7.2,8.2
507,"Knox County, Ohio",61215,55131.0,39,083,Knox,Ohio,0.9648942252715837,0.010928693947561872,0.014620599526259903,0.07334803561218656,0.09994282447112636,0.03742546761414686,117.77804133,16.0,1198.2430422432355,Republican,0.3820545891867396,OH,3.2,4.1,4.4,5.1
508,"Richland County, Ohio",121324,47346.0,39,139,Richland,Ohio,0.8678167551350103,0.07875605815831987,0.018462958689129932,0.08546536546767333,0.08183871286802281,0.04084105370742804,244.54716952,81.0,1198.2430422432355,Republican,0.37137320244865435,OH,3.8,4.7,5.2,6
509,"Vinton County, Ohio",13111,42114.0,39,163,Vinton,Ohio,0.9720082373579437,0.004652581801540691,0.005796659293722828,0.13362825108687362,0.05666997177942186,0.02341545267332774,31.863245208,6.0,1198.2430422432355,Republican,0.460196292257361,OH,4.9,6.5,8.4,9.4
510,"Hancock County, Ohio",75690,55644.0,39,063,Hancock,Ohio,0.9244153785176378,0.015193552648962876,0.052899986788215086,0.060668516316554365,0.11400449200687013,0.042039899590434665,142.91005448,37.0,1198.2430422432355,Republican,0.4045748549537795,OH,2.6,3,3.4,3.9
511,"Fairfield County, Ohio",152910,66175.0,39,045,Fairfield,Ohio,0.8786671898502387,0.071211823948728,0.021202014256752336,0.04687724805441109,0.11973710025505199,0.03703485710548689,308.84022905,137.0,1198.2430422432355,Republican,0.26652311659100564,OH,3.1,3.8,4.1,4.6
512,"Defiance County, Ohio",38279,57665.0,39,039,Defiance,Ohio,0.9096632618406959,0.019018260665116644,0.09833067739491627,0.06818359936257477,0.07455785156352047,0.03926434859844823,92.757380038,20.0,1198.2430422432355,Republican,0.34740545294635006,OH,3.5,4.2,4.7,5.1
513,"Henry County, Ohio",27316,59083.0,39,069,Henry,Ohio,0.943037047884024,0.008090496412359057,0.07585297993849759,0.05813442670962073,0.07944062088153463,0.030311905110557914,65.108977533,5.0,1198.2430422432355,Republican,0.3980045937410278,OH,4.2,5.7,6.1,7
514,"Jefferson County, Ohio",66886,44819.0,39,081,Jefferson,Ohio,0.9137786681816823,0.05506383996651018,0.013934156624704722,0.09674670334599168,0.06842986574170977,0.03254791735191221,161.14453572,43.0,1198.2430422432355,Republican,0.35533057979565846,OH,4.9,6.1,7.1,7.4
515,"Putnam County, Ohio",33969,62001.0,39,137,Putnam,Ohio,0.9460684741970621,0.003532632694515588,0.06082015955724337,0.06582472254114045,0.08248697341693897,0.03179369425064029,70.003955357,67.0,1198.2430422432355,Republican,0.6414983748068417,OH,2.6,3.2,3.8,4.1
516,"Clinton County, Ohio",41896,51354.0,39,027,Clinton,Ohio,0.943359747947298,0.020407676150467825,0.015633950735153713,0.07177296161924766,0.08358793202215009,0.034490166125644456,102.90812995,29.0,1198.2430422432355,Republican,0.5232663989290496,OH,4,5,5.3,6
517,"Fayette County, Ohio",28645,46478.0,39,047,Fayette,Ohio,0.938244021644266,0.02035259207540583,0.021120614417873974,0.09460638854948508,0.07750043637633094,0.024821085704311397,70.543201358,15.0,1198.2430422432355,Republican,0.4708833542375918,OH,3.1,4.1,4.3,5.1
518,"Pickaway County, Ohio",57420,62214.0,39,129,Pickaway,Ohio,0.9341344479275514,0.03530128874956461,0.013601532567049808,0.054684778822709855,0.08333333333333333,0.025653082549634273,115.8854543,1732.0,1198.2430422432355,Republican,0.42622752071125475,OH,3.4,4.3,4.7,5.3
519,"Logan County, Ohio",45307,55150.0,39,091,Logan,Ohio,0.9471604829275829,0.016796521508817622,0.01503078994415874,0.0670095128788046,0.0751539497207937,0.032379102566932265,98.93903312,18.0,1198.2430422432355,Republican,0.5243150526169393,OH,2.9,3.6,4.2,4.8
520,"Summit County, Ohio",541810,55448.0,39,153,Summit,Ohio,0.7879367305882136,0.14405788006865874,0.02061239179786272,0.06545098835385098,0.14274376626492682,0.046276369945183735,1312.7429586,608.0,1198.2430422432355,Republican,-0.08616980451897244,OH,3.7,4.5,4.8,5.6
521,"Sandusky County, Ohio",59299,51701.0,39,143,Sandusky,Ohio,0.9059680601696487,0.029578913641039477,0.09818040776404324,0.08084453363463127,0.07452064958936913,0.03865157928464224,143.95469686,27.0,1198.2430422432355,Republican,0.2277492511767223,OH,3.8,4.6,5.1,5.7
522,"Shelby County, Ohio",48797,61042.0,39,149,Shelby,Ohio,0.9409389921511568,0.02659999590138738,0.015349304260507818,0.07043465786831157,0.07090599831956883,0.030309240322150953,119.27277715,30.0,1198.2430422432355,Republican,0.6043386689132266,OH,2.9,3.5,4.1,4.6
523,"Cottonwood County, Minnesota",11372,53354.0,27,033,Cottonwood,Minnesota,0.8977312697854379,0.007474498768906085,0.07421737601125572,0.09356313753077734,0.11088638761871263,0.01952163207879001,17.621033514,20.0,1420.7372323482355,Democrat,0.34976402726796013,MN,3.2,4.3,3.8,4
524,"Scott County, Minnesota",143372,97744.0,27,139,Scott,Minnesota,0.843323661523868,0.04073319755600815,0.05074212538013001,0.026811371815975225,0.18080936305554782,0.049556398738944844,413.70081948,44.0,1420.7372323482355,Democrat,0.15255434565301418,MN,2.5,3.2,2.9,3.2
525,"Dodge County, Minnesota",20582,71669.0,27,039,Dodge,Minnesota,0.9557380235156934,0.0023807210183655622,0.050092313672140704,0.04110387717422991,0.11393450587892333,0.03609950442133903,47.400503891,21.0,1420.7372323482355,Democrat,0.32147550215881354,MN,3.4,4.8,4.2,4.4
526,"Wabasha County, Minnesota",21500,65138.0,27,157,Wabasha,Minnesota,0.9621860465116279,0.005767441860465117,0.028511627906976745,0.06734883720930232,0.10674418604651163,0.03488372093023256,41.389682675,8.0,1420.7372323482355,Democrat,0.2639452332657201,MN,3.1,4.1,4.3,4.4
527,"Pipestone County, Minnesota",9185,52309.0,27,117,Pipestone,Minnesota,0.9267283614589004,0.014044637996733805,0.06575939031028852,0.08807838867719107,0.11780076211213936,0.032444202504082746,19.453592943,2.0,1420.7372323482355,Democrat,0.45985856905158073,MN,4,5.5,5,4.6
528,"Crow Wing County, Minnesota",63855,54508.0,27,035,Crow,Minnesota,0.9605042674810117,0.007501370292067966,0.014454623756949338,0.06334664474199359,0.1126771591887871,0.0535118628141884,64.995326247,,1420.7372323482355,Democrat,,MN,4.2,6,5.6,5.7
529,"Norman County, Minnesota",6559,55206.0,27,107,Norman,Minnesota,0.9318493672815978,0.005336179295624333,0.05016008537886873,0.12440920872084159,0.09910047263302332,0.030035066321085532,7.4187469174,8.0,1420.7372323482355,Democrat,0.1333946642134315,MN,5.1,6.6,6,6.4
530,"Wright County, Minnesota",132745,81881.0,27,171,Wright,Minnesota,0.9458812007985234,0.013989227466194583,0.028679046291762402,0.039368714452521755,0.1321782364684169,0.03246826622471656,206.23949568,42.0,1420.7372323482355,Democrat,0.329512482403976,MN,3.2,4.3,4,4.2
531,"Nicollet County, Minnesota",33783,65027.0,27,103,Nicollet,Minnesota,0.9253174673652429,0.03149513068703194,0.04448983216410621,0.05064677500518012,0.1416096853447,0.04022733327413196,76.274555603,11.0,1420.7372323482355,Democrat,0.030447035420235413,MN,2.3,3.1,2.6,2.9
532,"Douglas County, Minnesota",37203,60676.0,27,041,Douglas,Minnesota,0.969545466763433,0.004757680832190953,0.015966454318200145,0.07652608660591888,0.13009703518533453,0.03384135687982152,59.621189922,2.0,1420.7372323482355,Democrat,0.35524443424374563,MN,3.3,4.2,3.8,4
533,"Grant County, Minnesota",5938,55912.0,27,051,Grant,Minnesota,0.9706972044459414,0.001684068710003368,0.02256652071404513,0.08066689120916133,0.10272819131020546,0.028797574941057596,10.991310804,,1420.7372323482355,Democrat,0.27584221134465875,MN,4.5,6,5.9,5.6
534,"Kittson County, Minnesota",4337,57112.0,27,069,Kittson,Minnesota,0.9769425870417339,0.008761816924141111,0.020982245792022135,0.09107678118515103,0.12543232649296748,0.026977173161171316,3.8659857568,1.0,1420.7372323482355,Democrat,0.22054507337526208,MN,3.6,4.4,4.6,4.3
535,"Le Sueur County, Minnesota",27983,67451.0,27,079,Le,Minnesota,0.9611907229389272,0.00839795590179752,0.05871421934746096,0.067219383196941,0.11424793624700712,0.03191223242683058,63.507705946,,1420.7372323482355,Democrat,,MN,5.2,6.7,6.4,6.5
536,"Mahnomen County, Minnesota",5506,44537.0,27,087,Mahnomen,Minnesota,0.4720305121685434,0.005085361423901199,0.04159099164547766,0.09516890664729385,0.05085361423901199,0.08899382491827097,9.8930442434,2.0,1420.7372323482355,Democrat,0.029214559386973205,MN,4.6,6,6.9,6.5
537,"Chisago County, Minnesota",54727,80409.0,27,025,Chisago,Minnesota,0.9528934529574068,0.012772488899446342,0.020940303689221042,0.04478593747144919,0.10260017907065982,0.03608821970873609,134.78282993,11.0,1420.7372323482355,Democrat,0.3031295487627365,MN,3.7,5.2,4.9,5.3
538,"Redwood County, Minnesota",15331,53230.0,27,127,Redwood,Minnesota,0.8830474202596047,0.007762050746852782,0.033265931772226205,0.0985584762898702,0.09777574848346487,0.05413867327636814,17.356555802,2.0,1420.7372323482355,Democrat,0.427013533044278,MN,3.7,5,4.3,4.6
539,"Yellow Medicine County, Minnesota",9868,56943.0,27,173,Yellow,Minnesota,0.921868666396433,0.006282934738548845,0.04539927036886907,0.08765707336846372,0.08431293068504256,0.03293473854884475,12.903418152,,1420.7372323482355,Democrat,,MN,4.3,5.2,4.4,4.1
540,"Todd County, Minnesota",24440,52872.0,27,153,Todd,Minnesota,0.9464402618657938,0.0061374795417348605,0.05724222585924713,0.10200490998363339,0.08003273322422258,0.019844517184942716,26.013682474,7.0,1420.7372323482355,Democrat,0.475444009005253,MN,4.5,6.3,5.4,5.5
541,"Beltrami County, Minnesota",46117,47410.0,27,007,Beltrami,Minnesota,0.730901836632912,0.01136240431944836,0.023071752282238654,0.06630960383372726,0.10577444326387232,0.04445215430318537,18.703601701,6.0,1420.7372323482355,Democrat,0.09715266184381377,MN,4.3,5.3,5,5.1
542,"Blue Earth County, Minnesota",66322,55861.0,27,013,Blue,Minnesota,0.9109948433400682,0.03466421398630922,0.03475468170441181,0.04435933777630349,0.12831338017550736,0.059196043545128314,90.169887352,,1420.7372323482355,Democrat,,MN,2.6,3.3,2.9,3.2
543,"Houston County, Minnesota",18663,58729.0,27,055,Houston,Minnesota,0.9709049991962707,0.009912661415635213,0.010823554626801693,0.07083534265659326,0.12147028880672989,0.02212934683598564,33.653145452,1.0,1420.7372323482355,Democrat,0.13872123726895508,MN,3.1,4.5,4.1,4.1
544,"Lac qui Parle County, Minnesota",6773,52199.0,27,073,Lac,Minnesota,0.9653034106009154,0.008415768492543925,0.021999114129632364,0.09168758305034697,0.1032038978296176,0.02465672523254097,8.70303211,,1420.7372323482355,Democrat,,MN,4.2,5.4,5.8,5
545,"Lake of the Woods County, Minnesota",3809,49068.0,27,077,Lake,Minnesota,0.9309530060383303,0.00026253609871357313,0.01680231031766868,0.11577841953268575,0.1191913888159622,0.11735363612496719,2.8955180038,,1420.7372323482355,Democrat,-0.022235853396718297,MN,3.6,4.6,4.2,4.3
546,"Lake of the Woods County, Minnesota",3809,49068.0,27,077,Lake,Minnesota,0.9309530060383303,0.00026253609871357313,0.01680231031766868,0.11577841953268575,0.1191913888159622,0.11735363612496719,2.8955180038,,1420.7372323482355,Democrat,-0.022235853396718297,MN,4.7,3.8,3.8,3.9
547,"Lake of the Woods County, Minnesota",3809,49068.0,27,077,Lake,Minnesota,0.9309530060383303,0.00026253609871357313,0.01680231031766868,0.11577841953268575,0.1191913888159622,0.11735363612496719,2.8955180038,,1420.7372323482355,Democrat,0.3195108984582669,MN,3.6,4.6,4.2,4.3
548,"Lake of the Woods County, Minnesota",3809,49068.0,27,077,Lake,Minnesota,0.9309530060383303,0.00026253609871357313,0.01680231031766868,0.11577841953268575,0.1191913888159622,0.11735363612496719,2.8955180038,,1420.7372323482355,Democrat,0.3195108984582669,MN,4.7,3.8,3.8,3.9
549,"Otter Tail County, Minnesota",57992,57131.0,27,111,Otter,Minnesota,0.9521485722168574,0.013829493723272175,0.03353910884259898,0.08516691957511381,0.12605186922334116,0.03041798868809491,29.825822899,,1420.7372323482355,Democrat,,MN,4.2,5.7,5.6,5.5
550,"Waseca County, Minnesota",18809,55612.0,27,161,Waseca,Minnesota,0.9325322983678026,0.020309426338454995,0.05896113562656175,0.062842256366633,0.09819767132755595,0.020362592375990217,44.148873908,4.0,1420.7372323482355,Democrat,0.3241479332849891,MN,3.6,5,5.1,5.4
551,"St. Louis County, Minnesota",200080,53344.0,27,137,St,Minnesota,0.922640943622551,0.014914034386245502,0.01641343462614954,0.0790233906437425,0.12959316273490604,0.05597261095561775,31.972016714,,1420.7372323482355,Democrat,,MN,3.9,4.6,4.4,4.7
552,"Anoka County, Minnesota",347431,79923.0,27,003,Anoka,Minnesota,0.8424061180493393,0.058995886953092845,0.04412386919992747,0.035330756322838205,0.14209727974763334,0.041639922747250535,838.46199667,212.0,1420.7372323482355,Democrat,0.09603354902615224,MN,2.9,3.7,3.3,3.6
553,"Stearns County, Minnesota",156819,60606.0,27,145,Stearns,Minnesota,0.8877623247183059,0.05794578463068888,0.032955190378716866,0.0511226318239499,0.11634432052238568,0.045504690120457346,118.59905738,267.0,1420.7372323482355,Democrat,0.2769248165644788,MN,3.1,4.1,3.8,3.9
554,"Lincoln County, Minnesota",5707,52301.0,27,081,Lincoln,Minnesota,0.9775714035395129,0.0026283511477133343,0.019099351673383565,0.11109164184335027,0.10057823725249693,0.029787979674084458,10.568545261,3.0,1420.7372323482355,Democrat,0.35475322954620736,MN,4.1,5.3,5.9,5.5
555,"Marshall County, Minnesota",9392,58723.0,27,089,Marshall,Minnesota,0.9711456558773425,0.0038330494037478705,0.04418654173764906,0.0817717206132879,0.10008517887563884,0.026405451448040886,5.2899616075,1.0,1420.7372323482355,Democrat,0.41166701266348343,MN,6.9,9,8.8,8.3
556,"Mille Lacs County, Minnesota",25728,53888.0,27,095,Mille,Minnesota,0.9047730099502488,0.004236629353233831,0.02347636815920398,0.08216728855721393,0.07287779850746269,0.04893501243781095,45.668517718,,1420.7372323482355,Democrat,,MN,5.8,8,7.8,7.6
557,"Washington County, Minnesota",253317,92376.0,27,163,Washington,Minnesota,0.8595633139505047,0.04364491921189655,0.040455239877307876,0.02640170221501123,0.1867028268927865,0.041860593643537544,674.2859273,131.0,1420.7372323482355,Democrat,-0.018428259437723138,MN,2.6,3.3,2.9,3.3
558,"Carlton County, Minnesota",35540,60390.0,27,017,Carlton,Minnesota,0.8925998874507597,0.017698368036015755,0.01758581879572313,0.08137310073157006,0.11440630275745639,0.0477771525042206,41.607841775,59.0,1420.7372323482355,Democrat,-0.01647355993630223,MN,4.5,5.6,5.4,5.5
559,"Kanabec County, Minnesota",16004,53300.0,27,065,Kanabec,Minnesota,0.9630092476880779,0.0034991252186953262,0.015496125968507872,0.0854786303424144,0.06773306673331667,0.044613846538365406,31.070268298,,1420.7372323482355,Democrat,0.3550201785495903,MN,6.6,9,9.2,8.7
560,"Koochiching County, Minnesota",12644,47129.0,27,071,Koochiching,Minnesota,0.9348307497627333,0.004824422651059791,0.003242644732679532,0.10503005378044923,0.08612780765580512,0.04500158177791838,4.0074593922,1.0,1420.7372323482355,Democrat,0.19849127769919855,MN,7.6,6,6.1,7
561,"Red Lake County, Minnesota",4008,56588.0,27,125,Red,Minnesota,0.9478542914171657,0.0029940119760479044,0.03717564870259481,0.08632734530938124,0.09131736526946108,0.021457085828343315,9.2482282581,,1420.7372323482355,Democrat,,MN,5.9,7.8,8.2,6.9
562,"Morrison County, Minnesota",32949,54962.0,27,097,Morrison,Minnesota,0.9673738201462867,0.005341588515584692,0.01660141430695924,0.09123190385140673,0.08570821572733618,0.036571671370906556,29.481084546,5.0,1420.7372323482355,Democrat,0.5273078233223571,MN,4.9,7.5,7.6,7.1
563,"Rice County, Minnesota",65765,65758.0,27,131,Rice,Minnesota,0.8698243746673763,0.05356952786436554,0.0794039382650346,0.05163840948832966,0.11132061126739147,0.034532045921082645,134.1626984,14.0,1420.7372323482355,Democrat,0.030576703757359047,MN,2.9,3.9,3.6,3.9
564,"Steele County, Minnesota",36676,62731.0,27,147,Steele,Minnesota,0.90786890609663,0.030319555022357947,0.07650779801505071,0.0623568546188243,0.11459810230123241,0.03127385756352928,85.659068264,16.0,1420.7372323482355,Democrat,0.25845977371082957,MN,3,3.9,3.4,3.7
565,"Aitkin County, Minnesota",15834,45989.0,27,001,Aitkin,Minnesota,0.9480232411266895,0.005620815965643552,0.013515220411772135,0.11544777062018441,0.09530125047366426,0.04149298976885184,8.7287419287,1.0,1420.7372323482355,Democrat,0.2580435489112773,MN,6.9,8.7,8,8
566,"Faribault County, Minnesota",13896,52286.0,27,043,Faribault,Minnesota,0.9743091537132987,0.0017990788716177317,0.0667818077144502,0.09830166954519286,0.09894933793897524,0.03346286701208981,19.310073695,5.0,1420.7372323482355,Democrat,0.33810037776578516,MN,4.4,5,5.4,5.4
567,"Murray County, Minnesota",8353,57500.0,27,101,Murray,Minnesota,0.9656410870345984,0.005866155872141746,0.03830958936908895,0.0889500778163534,0.0967317131569496,0.029570214294265533,11.744652875,13.0,1420.7372323482355,Democrat,0.35968294772922016,MN,4.3,6.6,6.4,6.1
568,"Kandiyohi County, Minnesota",42658,59089.0,27,067,Kandiyohi,Minnesota,0.8857893009517558,0.048197290074546394,0.11901636269867316,0.06685733039523653,0.10799849969525059,0.03141263069060903,53.743995274,91.0,1420.7372323482355,Democrat,0.2534907220282932,MN,3.8,4.8,4.5,4.5
569,"Lake County, Minnesota",10569,59516.0,27,075,Lake,Minnesota,0.9663165862427855,0.007380073800738007,0.01532784558614817,0.08004541583877377,0.15403538650771123,0.05989213738291229,5.0529428159,,1420.7372323482355,Democrat,-0.022235853396718297,MN,3.6,4.6,4.2,4.3
570,"Lake County, Minnesota",10569,59516.0,27,075,Lake,Minnesota,0.9663165862427855,0.007380073800738007,0.01532784558614817,0.08004541583877377,0.15403538650771123,0.05989213738291229,5.0529428159,,1420.7372323482355,Democrat,-0.022235853396718297,MN,4.7,3.8,3.8,3.9
571,"Lake County, Minnesota",10569,59516.0,27,075,Lake,Minnesota,0.9663165862427855,0.007380073800738007,0.01532784558614817,0.08004541583877377,0.15403538650771123,0.05989213738291229,5.0529428159,,1420.7372323482355,Democrat,0.3195108984582669,MN,3.6,4.6,4.2,4.3
572,"Lake County, Minnesota",10569,59516.0,27,075,Lake,Minnesota,0.9663165862427855,0.007380073800738007,0.01532784558614817,0.08004541583877377,0.15403538650771123,0.05989213738291229,5.0529428159,,1420.7372323482355,Democrat,0.3195108984582669,MN,4.7,3.8,3.8,3.9
573,"Rock County, Minnesota",9413,59890.0,27,133,Rock,Minnesota,0.961861255710188,0.011367258047381281,0.029958567937958144,0.07755232125783491,0.11176033145649633,0.02315946032083289,19.512574266,11.0,1420.7372323482355,Democrat,0.3550320314114486,MN,2.1,2.9,2.5,2.5
574,"Sibley County, Minnesota",14912,62761.0,27,143,Sibley,Minnesota,0.959026287553648,0.008516630901287554,0.08892167381974249,0.08912285407725322,0.0862392703862661,0.023605150214592276,25.521608076,2.0,1420.7372323482355,Democrat,0.41664522768201695,MN,3.9,5.2,4.9,4.9
575,"Traverse County, Minnesota",3337,48784.0,27,155,Traverse,Minnesota,0.9223853760863051,0.006592747977225052,0.027270002996703627,0.10008990110878034,0.08840275696733593,0.011687144141444412,5.7643540313,2.0,1420.7372323482355,Democrat,0.23303670745272526,MN,4,5.2,5.3,5.4
576,"Becker County, Minnesota",33773,59278.0,27,005,Becker,Minnesota,0.8773280431113611,0.005507357948657211,0.019956770201048173,0.07064815088976402,0.11526959405442218,0.04044651052615995,26.135950972,2.0,1420.7372323482355,Democrat,0.329346185112066,MN,4.2,5.9,5.6,5.3
577,"Hennepin County, Minnesota",1235478,74113.0,27,053,Hennepin,Minnesota,0.726437055131698,0.1305000979378022,0.06901296502244475,0.043320075306885274,0.21556029326301238,0.05109115662116201,2273.9607676,1738.0,1420.7372323482355,Democrat,-0.3493029911305824,MN,2.4,3,2.6,3
578,"Brown County, Minnesota",25211,57728.0,27,015,Brown,Minnesota,0.957478878267423,0.007377731942406093,0.042679782634564276,0.07952877712109793,0.10479552576256396,0.041132838840188805,41.092377163,8.0,1420.7372323482355,Democrat,0.35887945424196244,MN,3.6,5.1,4.8,5.1
579,"Chippewa County, Minnesota",12010,54552.0,27,023,Chippewa,Minnesota,0.9088259783513739,0.006827643630308077,0.06869275603663613,0.08742714404662781,0.09958368026644462,0.03796835970024979,20.519397997,2.0,1420.7372323482355,Democrat,0.2870459659273546,MN,4.3,5.1,5,4.4
580,"Clearwater County, Minnesota",8812,46291.0,27,029,Clearwater,Minnesota,0.8597367226509306,0.003858374943259192,0.020540172492056287,0.09237403540626418,0.08420335905583295,0.03313663186563777,8.8211925103,2.0,1420.7372323482355,Democrat,0.4299175500588928,MN,9.9,11.8,11.8,11
581,"Hubbard County, Minnesota",20862,55472.0,27,057,Hubbard,Minnesota,0.9375898763301697,0.007381842584603586,0.020563704342824275,0.07027130668200555,0.135030198446937,0.04908445978333813,23.036583732,,1420.7372323482355,Democrat,0.33359408952629294,MN,5.4,7.5,7.1,6.8
582,"Isanti County, Minnesota",38974,72473.0,27,059,Isanti,Minnesota,0.9533022014676451,0.004875044901729358,0.019269256427361832,0.061220300713296046,0.0856468414840663,0.03407399804998204,91.718797307,6.0,1420.7372323482355,Democrat,0.3796155310239817,MN,4.1,5.5,5.3,5.7
583,"Martin County, Minnesota",19964,53915.0,27,091,Martin,Minnesota,0.9621318373071529,0.003205770386696053,0.04262672811059908,0.08605489881787216,0.10689240633139652,0.036014826688038466,27.775019448,88.0,1420.7372323482355,Democrat,0.4110720729275472,MN,3.3,4.2,3.9,4.1
584,"Mower County, Minnesota",39602,53665.0,27,099,Mower,Minnesota,0.8833897277915257,0.03598303116004242,0.11289833846775416,0.07206706731983233,0.09890914600272714,0.02762486743093783,56.248273937,28.0,1420.7372323482355,Democrat,0.07823878069432683,MN,2.8,3.7,3.4,3.7
585,"Pine County, Minnesota",29129,49138.0,27,115,Pine,Minnesota,0.9144495176628102,0.022657832400700333,0.02869992104088709,0.0912492704864568,0.0741872360877476,0.06790483710391707,20.890834364,56.0,1420.7372323482355,Democrat,0.2614582579103613,MN,6.1,7.9,7.8,7.6
586,"Olmsted County, Minnesota",153065,74880.0,27,109,Olmsted,Minnesota,0.8421389605723059,0.05921667265540783,0.0483585404893346,0.03974781955378434,0.16783066017704898,0.0386306471107046,239.13505677,265.0,1420.7372323482355,Democrat,-0.007487925719776856,MN,2.4,3.1,2.6,3
587,"Wadena County, Minnesota",13646,45860.0,27,159,Wadena,Minnesota,0.9572768576872344,0.01077238751282427,0.018833357760515902,0.09739117690165616,0.06697933460354683,0.03451560896966144,25.682633765,1.0,1420.7372323482355,Democrat,0.4547158927026248,MN,6.2,8.7,8.4,8.1
588,"Benton County, Minnesota",39779,56357.0,27,009,Benton,Minnesota,0.9223208225445587,0.033233615726891076,0.022700419819502753,0.0628220920586239,0.11161668216898364,0.02986500414791724,99.302805064,15.0,1420.7372323482355,Democrat,0.3605543922624389,MN,3.9,5.3,5.1,5.1
589,"Freeborn County, Minnesota",30526,52447.0,27,047,Freeborn,Minnesota,0.9316648103256241,0.013365655506781104,0.09624582323265413,0.08956299547926358,0.08753193998558606,0.03485553298827229,43.044310714,34.0,1420.7372323482355,Democrat,0.17238801320789976,MN,3.3,4.4,3.7,4
590,"McLeod County, Minnesota",35825,61275.0,27,085,McLeod,Minnesota,0.9491974877878576,0.005582693649685973,0.0603768318213538,0.06252616887648291,0.08856943475226797,0.03274249825540823,72.988910468,4.0,1420.7372323482355,Democrat,0.3816132291168182,MN,3.7,4.8,4.7,4.7
591,"Pope County, Minnesota",10980,58132.0,27,121,Pope,Minnesota,0.9675774134790528,0.0037340619307832425,0.013570127504553733,0.09453551912568306,0.11165755919854281,0.029690346083788708,16.573740433,,1420.7372323482355,Democrat,0.26697262225035606,MN,3,4.2,3.7,3.7
592,"Stevens County, Minnesota",9784,58363.0,27,149,Stevens,Minnesota,0.9238552739165985,0.013593622240392478,0.056623058053965655,0.06030253475061324,0.1186631234668847,0.04650449713818479,17.30450368,,1420.7372323482355,Democrat,0.1265283438310486,MN,2.5,3.5,3.2,3.6
593,"Swift County, Minnesota",9411,48577.0,27,151,Swift,Minnesota,0.9494208904473489,0.024439485708213794,0.048135160981829773,0.1015832536393582,0.09828923600042504,0.028796089682286686,12.593682989,2.0,1420.7372323482355,Democrat,0.25570684821786144,MN,4.2,5.1,5.4,5.4
594,"Holmes County, Mississippi",18075,21093.0,28,051,Holmes,Mississippi,0.15789764868603043,0.8376210235131397,0.0025449515905947443,0.1902627939142462,0.04033195020746888,0.01355463347164592,23.288758154,133.0,2291.374085298248,Republican,-0.66617137196632,MS,8.8,9.7,9.3,9.2
595,"Amite County, Mississippi",12468,31854.0,28,005,Amite,Mississippi,0.5739493102341996,0.42019570099454606,0.0,0.16161373115174849,0.05951235162014758,0.030397818415142764,16.882613211,29.0,2291.374085298248,Republican,0.22581560283687946,MS,5.6,6.2,6.9,6.4
596,"Calhoun County, Mississippi",14571,36440.0,28,013,Calhoun,Mississippi,0.6548623979136641,0.2719099581360236,0.058884084826024294,0.1356118317205408,0.04069727541006108,0.013314117081874957,24.610728641,50.0,2291.374085298248,Republican,0.3877423389618511,MS,4.6,5.2,5.5,5.4
597,"Tishomingo County, Mississippi",19478,37312.0,28,141,Tishomingo,Mississippi,0.9475305472841155,0.028596365129890132,0.03152274360817332,0.11407742067974125,0.047438135332169624,0.02869904507649656,45.849345286,7.0,2291.374085298248,Republican,0.7367100704814239,MS,4.1,4.4,5.4,5.5
598,"Wayne County, Mississippi",20422,37970.0,28,153,Wayne,Mississippi,0.5752619723827245,0.41137009107824896,0.002644207227499755,0.12129076486142396,0.05773185780041132,0.02330819704240525,25.037117401,23.0,2291.374085298248,Republican,0.25690176060006253,MS,5.1,5.5,6.1,5.7
599,"Austin County, Texas",29565,65365.0,48,015,Austin,Texas,0.8053441569423304,0.08882124133265686,0.26446812108912565,0.09572129206832403,0.11425672247590056,0.026416370708608153,46.38729148,13.0,1369.5715136782471,Republican,0.596138178262995,TX,2.9,3.4,3.5,4.8
600,"Kenedy County, Texas",595,36125.0,48,261,Kenedy,Texas,0.9630252100840336,0.0,0.8773109243697479,0.19327731092436976,0.021848739495798318,0.0,0.3030608552,,1369.5715136782471,Republican,-0.08064516129032256,TX,2.5,3.2,3.4,4.8
